Date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
03:00:00 15-01-2024,5,3284.45,49.62,54.84,0.0,41.96,156.03,201.54,20.01
04:00:00 15-01-2024,5,3578.19,43.81,64.43,0.0,36.72,186.36,233.73,15.45
05:00:00 15-01-2024,5,3044.13,27.49,63.75,0.0,32.42,168.89,209.53,12.03
06:00:00 15-01-2024,5,2429.96,23.69,48.67,0.0,30.04,134.53,165.74,12.54
07:00:00 15-01-2024,5,2136.23,29.06,36.67,0.16,35.76,106.78,133.26,17.73
08:00:00 15-01-2024,5,2216.34,45.15,32.22,3.35,52.93,87.11,112.22,23.81
09:00:00 15-01-2024,5,2429.96,54.54,43.53,10.55,72.48,83.09,109.24,27.87
10:00:00 15-01-2024,5,2590.18,48.28,76.09,30.76,99.18,97.87,126.47,29.89
11:00:00 15-01-2024,5,1668.93,21.01,82.25,82.25,107.77,90.41,112.26,16.97
12:00:00 15-01-2024,5,1522.06,10.17,82.94,150.2,118.26,117.83,139.52,13.17
13:00:00 15-01-2024,5,1615.52,5.59,82.25,228.88,135.42,157.24,180.45,11.91
14:00:00 15-01-2024,5,1321.79,1.93,61.69,214.58,104.9,126.77,145.78,10.26
15:00:00 15-01-2024,5,1148.22,1.7,53.47,180.24,86.78,99.34,115.23,9.5
16:00:00 15-01-2024,5,1121.52,1.52,52.78,168.8,82.02,87.9,102.97,9.63
17:00:00 15-01-2024,5,1642.23,1.09,80.2,121.59,94.41,91.6,109.94,15.45
18:00:00 15-01-2024,5,2483.37,0.12,116.53,49.35,102.04,101.57,125.84,23.81
19:00:00 15-01-2024,5,2777.1,2.32,115.16,7.51,86.78,96.74,126.11,29.39
20:00:00 15-01-2024,5,2590.18,10.62,82.25,0.34,65.8,83.24,116.19,31.41
21:00:00 15-01-2024,5,2429.96,18.1,63.06,0.04,58.65,78.27,114.78,31.66
22:00:00 15-01-2024,5,2429.96,25.26,55.52,0.01,59.13,83.48,123.7,31.92
23:00:00 15-01-2024,5,2883.91,39.34,53.47,0.0,61.04,105.59,151.63,32.42
00:00:00 16-01-2024,5,3524.78,58.11,56.21,0.0,59.6,134.93,186.89,29.13
01:00:00 16-01-2024,5,4005.43,69.74,64.43,0.0,55.79,166.46,224.14,25.59
02:00:00 16-01-2024,5,4112.24,64.37,70.6,0.0,46.73,185.35,244.09,24.07
03:00:00 16-01-2024,5,3791.81,54.99,66.49,0.0,40.53,178.24,230.51,23.05
04:00:00 16-01-2024,5,3070.83,47.39,56.89,0.0,38.62,146.27,187.76,22.04
05:00:00 16-01-2024,5,2243.04,39.34,46.61,0.0,38.15,104.75,135.5,21.03
06:00:00 16-01-2024,5,1789.09,37.1,38.39,0.0,39.1,81.39,105.8,21.28
07:00:00 16-01-2024,5,1922.61,42.92,33.59,0.11,44.35,81.23,105.75,25.84
08:00:00 16-01-2024,5,2723.69,63.48,34.27,2.19,58.17,100.34,130.19,32.93
09:00:00 16-01-2024,5,3738.4,81.36,52.09,7.69,77.25,132.45,169.33,40.02
10:00:00 16-01-2024,5,4646.3,65.27,115.16,34.33,102.04,190.4,234.45,44.08
11:00:00 16-01-2024,5,1762.39,29.95,102.82,50.78,125.89,99.55,119.68,15.07
12:00:00 16-01-2024,5,1415.25,15.2,98.71,82.97,118.26,94.23,111.22,11.53
13:00:00 16-01-2024,5,1415.25,9.39,95.96,123.02,121.12,110.79,127.7,10.89
14:00:00 16-01-2024,5,1134.87,4.19,67.86,144.48,88.69,86.98,100.38,9.5
15:00:00 16-01-2024,4,894.55,1.98,50.72,128.75,63.9,59.19,69.23,7.66
16:00:00 16-01-2024,3,814.44,0.87,46.61,111.58,55.79,47.18,55.82,7.16
17:00:00 16-01-2024,3,841.14,0.44,47.98,92.98,55.31,41.4,49.42,7.28
18:00:00 16-01-2024,3,974.66,0.06,56.21,78.68,61.04,46.24,55.72,8.61
19:00:00 16-01-2024,3,961.3,0.0,52.09,70.1,51.98,43.99,55.82,9.5
20:00:00 16-01-2024,3,988.01,0.0,50.72,43.63,44.82,33.65,50.64,12.29
21:00:00 16-01-2024,3,1054.76,0.12,50.04,21.64,44.35,29.5,49.87,14.31
22:00:00 16-01-2024,3,1081.47,0.42,49.35,14.13,43.87,30.81,50.08,13.93
23:00:00 16-01-2024,3,1094.82,0.73,48.67,10.91,42.44,31.61,48.54,12.41
00:00:00 17-01-2024,3,1068.12,1.02,49.35,8.4,40.53,29.31,45.32,10.51
01:00:00 17-01-2024,3,1014.71,1.93,50.04,4.83,40.53,28.38,44.32,9.63
02:00:00 17-01-2024,3,1041.41,7.1,50.72,0.73,45.3,32.73,49.95,10.51
03:00:00 17-01-2024,3,1134.87,17.88,49.35,0.02,52.93,41.12,60.22,11.91
04:00:00 17-01-2024,4,1228.33,29.06,48.67,0.0,59.6,50.39,71.73,13.55
05:00:00 17-01-2024,4,1361.85,37.55,46.61,0.0,61.99,59.64,82.86,14.95
06:00:00 17-01-2024,4,1615.52,48.28,44.55,0.0,63.9,74.28,100.27,16.47
07:00:00 17-01-2024,5,2456.67,72.42,44.55,0.07,75.34,112.17,145.89,22.55
08:00:00 17-01-2024,5,4058.84,114.44,50.04,1.88,98.23,170.83,214.74,29.64
09:00:00 17-01-2024,5,5340.58,137.69,78.83,7.06,123.98,220.49,271.6,38.0
10:00:00 17-01-2024,5,5554.2,105.5,149.43,26.82,160.22,260.36,313.4,40.53
11:00:00 17-01-2024,5,1495.36,22.58,75.4,82.97,98.23,75.24,91.14,12.03
12:00:00 17-01-2024,4,961.3,7.82,42.84,134.47,66.76,56.74,66.63,8.04
13:00:00 17-01-2024,5,867.84,3.44,29.47,194.55,58.17,70.87,80.69,6.97
14:00:00 17-01-2024,5,801.09,1.9,25.7,217.44,53.88,73.1,82.54,6.46
15:00:00 17-01-2024,5,794.41,1.87,29.13,203.13,55.79,66.4,75.48,6.78
16:00:00 17-01-2024,5,787.73,1.79,32.22,180.24,55.31,55.53,64.4,7.09
17:00:00 17-01-2024,4,1054.76,1.96,58.95,134.47,74.39,53.52,64.53,10.64
18:00:00 17-01-2024,3,1401.9,0.39,82.94,70.81,87.74,49.15,63.79,14.95
19:00:00 17-01-2024,3,1375.2,0.03,70.6,30.76,69.62,37.41,54.08,15.83
20:00:00 17-01-2024,3,1161.58,0.14,52.78,20.03,48.64,30.25,47.68,14.95
21:00:00 17-01-2024,3,1028.06,0.16,45.93,19.31,42.92,28.44,45.9,14.44
22:00:00 17-01-2024,3,988.01,0.18,44.55,18.78,42.92,28.91,46.35,14.44
23:00:00 17-01-2024,3,1014.71,0.3,44.55,16.09,42.92,30.2,47.75,14.57
00:00:00 18-01-2024,3,1014.71,0.61,45.93,11.27,41.48,29.49,46.69,13.43
01:00:00 18-01-2024,3,961.3,1.3,46.61,6.71,41.01,28.99,45.52,12.41
02:00:00 18-01-2024,3,1028.06,5.48,48.67,1.33,43.39,34.77,51.92,12.92
03:00:00 18-01-2024,3,1228.33,17.21,47.98,0.02,48.16,47.61,67.43,14.06
04:00:00 18-01-2024,4,1441.96,29.06,49.35,0.0,50.54,61.81,85.22,14.69
05:00:00 18-01-2024,4,1588.82,34.87,48.67,0.0,48.16,71.12,97.93,14.57
06:00:00 18-01-2024,5,1735.69,39.34,43.87,0.0,46.73,77.92,106.71,14.06
07:00:00 18-01-2024,5,2243.04,50.96,40.44,0.1,51.98,97.42,130.27,16.47
08:00:00 18-01-2024,5,3150.94,71.53,39.76,2.64,62.94,123.44,162.17,20.52
09:00:00 18-01-2024,5,4058.84,81.36,61.01,10.64,79.15,152.13,196.27,27.36
10:00:00 18-01-2024,5,4379.27,54.09,120.64,46.49,103.95,192.49,239.03,31.92
11:00:00 18-01-2024,5,1842.5,7.26,101.45,56.51,101.09,101.54,123.22,14.44
12:00:00 18-01-2024,4,1375.2,3.21,74.03,68.66,80.11,73.72,90.34,11.65
13:00:00 18-01-2024,4,1188.28,1.79,54.84,82.97,62.94,63.14,78.11,10.01
14:00:00 18-01-2024,4,1001.36,0.78,40.1,94.41,45.78,53.72,66.58,8.49
15:00:00 18-01-2024,3,934.6,0.64,37.36,92.98,41.96,48.42,59.81,7.98
16:00:00 18-01-2024,3,921.25,0.71,38.73,91.55,44.35,46.87,57.7,8.23
17:00:00 18-01-2024,4,1268.39,1.15,70.6,70.1,76.29,57.86,70.98,12.41
18:00:00 18-01-2024,5,1869.2,0.42,120.64,31.47,118.26,75.51,94.07,18.75
19:00:00 18-01-2024,4,1668.93,0.29,97.33,15.38,85.83,57.66,78.59,17.73
20:00:00 18-01-2024,3,1081.47,0.18,48.67,18.78,41.96,30.89,51.15,13.43
21:00:00 18-01-2024,2,854.49,0.1,37.7,22.35,34.81,24.38,44.32,11.78
22:00:00 18-01-2024,2,801.09,0.1,35.99,22.71,34.81,22.85,41.1,11.65
23:00:00 18-01-2024,2,754.36,0.1,34.96,22.53,33.86,20.41,36.6,10.89
00:00:00 19-01-2024,2,660.9,0.09,33.59,22.71,32.42,16.29,29.87,9.25
01:00:00 19-01-2024,2,594.14,0.09,33.24,22.35,32.42,14.59,26.46,8.61
02:00:00 19-01-2024,2,747.68,0.63,38.73,12.7,33.38,22.14,35.41,12.41
03:00:00 19-01-2024,3,1081.47,5.87,43.53,1.54,36.72,39.09,56.45,17.23
04:00:00 19-01-2024,4,1415.25,18.78,41.81,0.02,42.92,58.2,80.22,20.01
05:00:00 19-01-2024,5,1762.39,34.87,42.84,0.0,51.98,78.72,105.9,22.8
06:00:00 19-01-2024,5,2082.82,49.62,46.61,0.0,58.17,97.32,129.02,22.55
07:00:00 19-01-2024,5,2723.69,67.06,52.09,0.07,66.76,123.16,161.08,24.32
08:00:00 19-01-2024,5,3337.86,80.47,54.84,0.78,72.48,134.16,176.18,26.09
09:00:00 19-01-2024,5,4219.06,98.35,55.52,2.21,81.06,150.21,198.26,31.66
10:00:00 19-01-2024,5,4646.3,98.35,72.66,5.81,95.37,163.47,215.95,36.98
11:00:00 19-01-2024,4,1348.5,17.66,64.43,24.68,73.43,52.8,73.7,12.03
12:00:00 19-01-2024,3,947.95,7.6,45.93,65.09,55.31,41.45,56.8,8.49
13:00:00 19-01-2024,4,867.84,4.36,33.59,127.32,47.21,52.28,66.72,7.41
14:00:00 19-01-2024,5,834.47,2.18,26.05,185.97,40.53,71.84,85.0,6.65
15:00:00 19-01-2024,5,881.2,1.66,30.85,200.27,45.3,83.38,96.4,7.16
16:00:00 19-01-2024,5,1014.71,1.33,41.81,188.83,56.27,88.92,102.66,8.49
17:00:00 19-01-2024,5,1789.09,1.16,85.0,160.22,92.51,116.48,136.16,15.96
18:00:00 19-01-2024,5,2750.4,0.14,128.87,111.58,121.12,154.53,182.13,22.55
19:00:00 19-01-2024,5,2750.4,0.0,123.38,54.36,101.09,132.25,162.7,25.08
20:00:00 19-01-2024,4,2082.82,0.22,84.31,19.85,62.94,74.17,103.19,24.32
21:00:00 19-01-2024,3,1428.6,1.36,55.52,7.6,43.87,42.95,68.16,19.76
22:00:00 19-01-2024,3,1094.82,2.1,41.81,5.32,37.67,31.11,52.89,16.21
23:00:00 19-01-2024,2,807.76,0.72,34.96,11.8,31.95,20.58,37.56,11.02
00:00:00 20-01-2024,2,640.87,0.21,31.19,18.6,27.66,15.08,29.41,7.35
01:00:00 20-01-2024,2,514.03,0.03,24.68,27.89,22.17,12.6,25.22,5.19
02:00:00 20-01-2024,2,467.3,0.01,22.62,32.54,20.74,12.47,24.26,4.5
03:00:00 20-01-2024,2,467.3,0.02,24.33,30.76,23.13,13.67,25.58,4.69
04:00:00 20-01-2024,2,480.65,0.04,26.73,26.46,25.75,15.01,27.44,5.0
05:00:00 20-01-2024,2,514.03,0.14,30.85,20.38,29.8,16.8,29.91,5.45
06:00:00 20-01-2024,2,587.46,0.84,38.04,10.37,37.67,20.28,34.55,6.33
07:00:00 20-01-2024,3,814.44,8.05,43.87,1.35,51.02,29.36,46.44,8.74
08:00:00 20-01-2024,3,1161.58,25.93,42.5,2.44,67.71,40.45,61.01,11.53
09:00:00 20-01-2024,3,1415.25,41.13,42.84,5.72,82.02,48.17,71.81,14.19
10:00:00 20-01-2024,4,1575.47,48.73,51.41,10.1,99.18,55.41,81.57,16.47
11:00:00 20-01-2024,3,1081.47,9.28,67.86,14.31,70.57,41.51,60.04,10.77
12:00:00 20-01-2024,3,921.25,1.66,63.75,32.9,64.85,40.53,56.28,8.99
13:00:00 20-01-2024,3,921.25,1.49,57.58,62.94,64.85,47.52,63.7,8.61
14:00:00 20-01-2024,4,881.2,1.08,50.72,90.84,59.6,52.96,68.53,7.98
15:00:00 20-01-2024,4,867.84,0.43,47.98,94.41,57.22,53.18,67.56,7.98
16:00:00 20-01-2024,4,867.84,0.22,45.24,94.41,55.31,51.54,65.65,8.23
17:00:00 20-01-2024,4,1014.71,0.13,58.26,72.24,65.8,51.28,67.18,10.77
18:00:00 20-01-2024,3,1108.17,0.03,61.69,40.05,61.99,41.17,58.26,12.41
19:00:00 20-01-2024,2,907.9,0.06,43.18,23.6,38.15,24.07,39.36,11.15
20:00:00 20-01-2024,2,754.36,0.09,31.19,22.35,25.99,17.22,31.81,9.5
21:00:00 20-01-2024,2,694.27,0.08,28.79,22.89,24.56,16.47,31.03,8.49
22:00:00 20-01-2024,2,680.92,0.1,28.79,22.17,25.27,16.8,31.27,7.85
23:00:00 20-01-2024,2,647.54,0.11,28.1,21.64,24.56,15.61,29.47,6.97
00:00:00 21-01-2024,2,574.11,0.08,26.05,22.53,22.65,12.58,25.05,5.83
01:00:00 21-01-2024,2,507.35,0.06,24.33,23.96,21.7,11.18,22.2,5.38
02:00:00 21-01-2024,2,487.33,0.08,25.36,22.71,23.13,11.66,22.17,5.45
03:00:00 21-01-2024,2,500.68,0.15,28.1,18.78,26.46,13.14,23.85,5.7
04:00:00 21-01-2024,2,527.38,0.38,31.53,13.59,30.28,15.0,26.44,6.02
05:00:00 21-01-2024,2,560.76,1.22,34.96,7.24,34.81,17.09,29.21,6.52
06:00:00 21-01-2024,2,620.84,4.58,36.67,1.86,40.53,19.73,32.69,7.28
07:00:00 21-01-2024,3,834.47,14.75,35.64,0.28,50.07,27.06,42.1,9.25
08:00:00 21-01-2024,3,1121.52,26.6,33.59,4.16,56.74,33.24,50.46,11.27
09:00:00 21-01-2024,3,1255.04,33.08,35.64,12.7,63.9,35.58,54.55,13.05
10:00:00 21-01-2024,3,1321.79,32.19,47.98,28.61,77.25,41.63,62.44,14.82
11:00:00 21-01-2024,3,847.82,3.74,45.93,50.78,48.16,31.37,44.94,8.61
12:00:00 21-01-2024,3,707.63,0.44,35.99,57.94,38.15,27.28,38.21,6.78
13:00:00 21-01-2024,2,674.25,0.16,32.22,58.65,35.29,24.34,34.32,6.4
14:00:00 21-01-2024,2,674.25,0.12,32.22,57.94,35.29,23.11,32.4,6.33
15:00:00 21-01-2024,2,714.3,0.12,36.67,52.93,40.05,24.49,34.08,6.9
16:00:00 21-01-2024,2,741.0,0.07,39.41,48.64,42.44,24.88,35.17,7.54
17:00:00 21-01-2024,3,854.49,0.61,50.04,37.19,48.64,25.55,37.15,9.5
18:00:00 21-01-2024,2,921.25,0.27,51.41,26.11,46.73,23.08,35.47,10.89
19:00:00 21-01-2024,2,814.44,0.03,39.07,26.46,34.81,18.81,31.59,10.51
20:00:00 21-01-2024,2,720.98,0.02,30.85,29.33,27.18,16.61,29.39,9.88
21:00:00 21-01-2024,2,667.57,0.02,28.1,28.97,25.75,15.49,28.2,9.37
22:00:00 21-01-2024,2,640.87,0.03,27.42,27.54,25.51,15.17,27.81,9.25
23:00:00 21-01-2024,2,607.49,0.03,26.73,27.89,24.08,13.72,25.68,8.23
00:00:00 22-01-2024,2,520.71,0.02,24.33,30.4,21.7,10.79,21.11,6.52
01:00:00 22-01-2024,2,487.33,0.04,26.73,28.25,24.8,10.99,20.18,6.14
02:00:00 22-01-2024,2,514.03,0.1,30.16,22.71,29.09,13.4,22.71,6.65
03:00:00 22-01-2024,2,580.79,0.43,34.96,13.95,34.33,17.33,27.63,7.66
04:00:00 22-01-2024,2,660.9,2.68,39.41,4.34,41.01,21.91,33.47,8.61
05:00:00 22-01-2024,3,754.36,12.18,38.73,0.23,50.07,27.18,40.24,9.75
06:00:00 22-01-2024,3,894.55,25.48,38.39,0.01,60.08,33.8,48.81,11.15
07:00:00 22-01-2024,3,1268.39,40.23,40.78,0.23,72.48,48.6,68.1,14.69
08:00:00 22-01-2024,4,1815.8,54.54,41.81,4.6,82.02,62.29,86.22,19.0
09:00:00 22-01-2024,4,2082.82,54.99,48.67,13.77,87.74,65.04,90.91,22.8
10:00:00 22-01-2024,4,1869.2,35.76,64.43,40.77,90.6,62.4,86.71,22.04
11:00:00 22-01-2024,3,867.84,7.1,41.47,71.53,54.36,28.86,40.07,10.26
12:00:00 22-01-2024,2,647.54,4.02,28.1,95.84,44.35,22.39,29.87,7.35
13:00:00 22-01-2024,3,607.49,2.79,23.31,121.59,41.48,24.43,31.0,6.46
14:00:00 22-01-2024,4,614.17,2.4,22.96,141.62,41.96,29.32,35.63,6.27
15:00:00 22-01-2024,4,660.9,2.26,27.76,144.48,47.68,32.9,39.25,6.78
16:00:00 22-01-2024,3,714.3,1.93,33.59,137.33,52.93,32.83,39.55,7.35
17:00:00 22-01-2024,3,1068.12,2.18,63.06,104.43,76.29,39.81,49.44,11.65
18:00:00 22-01-2024,3,1588.82,0.52,97.33,48.64,97.27,48.62,63.34,17.48
19:00:00 22-01-2024,3,1682.28,0.59,90.48,14.48,82.02,46.99,66.28,20.01
20:00:00 22-01-2024,3,1428.6,2.37,63.06,4.83,54.84,39.49,60.83,18.75
21:00:00 22-01-2024,3,1134.87,2.49,47.3,4.47,42.92,33.3,54.31,16.21
22:00:00 22-01-2024,3,947.95,1.4,40.44,7.51,38.62,29.08,48.24,14.31
23:00:00 22-01-2024,2,814.44,0.6,36.33,12.16,35.29,24.27,41.05,11.91
00:00:00 23-01-2024,2,727.65,0.54,36.33,12.34,34.33,20.82,35.52,10.13
01:00:00 23-01-2024,2,674.25,0.74,38.04,10.19,36.24,20.11,33.51,9.37
02:00:00 23-01-2024,2,727.65,2.18,41.81,4.47,39.58,24.23,37.97,10.51
03:00:00 23-01-2024,3,847.82,7.15,41.13,0.66,41.96,31.63,46.79,11.91
04:00:00 23-01-2024,3,947.95,14.53,37.7,0.08,44.82,38.42,55.1,12.41
05:00:00 23-01-2024,3,1054.76,23.02,36.33,0.01,49.59,44.45,62.71,12.79
06:00:00 23-01-2024,4,1255.04,36.66,39.07,0.0,61.04,54.95,75.53,13.68
07:00:00 23-01-2024,5,1735.69,53.2,45.24,0.07,73.43,76.44,102.92,17.23
08:00:00 23-01-2024,5,2323.15,65.27,46.61,2.03,78.2,90.57,122.15,20.52
09:00:00 23-01-2024,5,2696.99,70.63,48.67,6.97,85.83,96.61,131.06,24.57
10:00:00 23-01-2024,5,2696.99,54.99,76.09,27.18,102.04,104.06,139.25,26.09
11:00:00 23-01-2024,3,1054.76,11.06,43.18,87.26,58.17,47.9,61.47,10.26
12:00:00 23-01-2024,3,774.38,3.91,27.76,137.33,46.25,46.58,56.38,7.41
13:00:00 23-01-2024,4,734.33,2.26,23.31,177.38,44.35,53.92,63.65,6.97
14:00:00 23-01-2024,5,720.98,1.96,23.65,188.83,44.82,53.92,62.98,6.78
15:00:00 23-01-2024,5,734.33,1.96,27.42,188.83,49.59,53.24,61.81,7.03
16:00:00 23-01-2024,4,734.33,1.79,30.85,177.38,50.07,47.01,55.52,7.22
17:00:00 23-01-2024,3,1014.71,2.04,58.26,135.9,69.62,46.82,58.12,10.89
18:00:00 23-01-2024,3,1415.25,0.41,82.25,72.96,82.97,48.24,64.76,15.45
19:00:00 23-01-2024,3,1455.31,0.0,68.55,38.98,64.85,47.68,67.7,16.21
20:00:00 23-01-2024,3,1361.85,0.01,53.47,31.83,47.21,49.22,70.43,15.71
21:00:00 23-01-2024,4,1321.79,0.01,50.72,30.76,45.3,51.81,73.93,15.71
22:00:00 23-01-2024,4,1375.2,0.04,55.52,26.11,50.07,55.58,78.58,16.97
23:00:00 23-01-2024,5,2056.12,3.97,71.29,6.44,53.88,84.02,113.93,25.33
00:00:00 24-01-2024,5,2883.91,20.12,76.09,0.03,53.41,116.59,153.69,29.39
01:00:00 24-01-2024,5,3417.97,36.21,78.14,0.0,53.88,142.69,186.65,30.91
02:00:00 24-01-2024,5,3738.4,46.04,82.94,0.0,51.02,169.9,218.95,32.42
03:00:00 24-01-2024,5,3898.62,51.41,82.25,0.0,48.16,186.92,238.04,29.89
04:00:00 24-01-2024,5,3845.21,54.99,76.77,0.0,47.21,193.86,245.42,27.11
05:00:00 24-01-2024,5,3578.19,54.54,68.55,0.0,47.68,183.59,233.98,26.35
06:00:00 24-01-2024,5,3204.35,54.09,57.58,0.0,46.73,165.99,211.92,22.8
07:00:00 24-01-2024,5,3364.56,63.48,49.35,0.12,52.93,163.77,208.1,23.81
08:00:00 24-01-2024,5,3685.0,75.1,47.3,3.44,63.9,157.87,200.36,26.35
09:00:00 24-01-2024,5,4539.49,77.78,74.03,14.66,79.15,181.99,229.09,32.93
10:00:00 24-01-2024,5,5233.76,41.57,138.46,77.25,96.32,248.72,302.55,36.48
11:00:00 24-01-2024,5,1922.61,15.42,79.51,125.89,100.14,119.5,139.32,12.92
12:00:00 24-01-2024,5,1495.36,6.09,54.84,211.72,90.6,128.33,143.53,9.25
13:00:00 24-01-2024,5,1401.9,2.68,38.73,303.27,87.74,151.26,166.6,8.99
14:00:00 24-01-2024,5,1134.87,1.27,30.16,277.52,68.66,120.51,132.7,7.41
15:00:00 24-01-2024,5,907.9,1.03,32.9,197.41,57.22,75.47,84.54,6.97
16:00:00 24-01-2024,4,847.82,0.73,37.01,150.2,53.88,52.48,60.49,7.16
17:00:00 24-01-2024,4,1148.22,0.94,64.43,101.57,74.39,50.94,61.23,11.27
18:00:00 24-01-2024,4,1575.47,0.27,84.31,58.65,85.83,58.24,72.81,16.21
19:00:00 24-01-2024,4,1575.47,0.0,69.23,41.48,64.85,58.22,76.01,17.23
20:00:00 24-01-2024,3,1295.09,0.0,51.41,35.76,46.25,45.95,65.16,15.45
21:00:00 24-01-2024,3,1161.58,0.02,49.35,29.33,45.3,38.69,58.01,15.2
22:00:00 24-01-2024,3,1188.28,0.17,54.84,19.67,51.98,40.15,59.83,16.47
23:00:00 24-01-2024,4,1508.71,2.26,64.43,6.17,56.74,51.51,74.25,20.77
00:00:00 25-01-2024,4,1842.5,9.39,65.12,0.36,54.36,62.41,88.66,23.31
01:00:00 25-01-2024,4,1895.9,15.87,60.32,0.03,49.59,66.69,94.7,23.05
02:00:00 25-01-2024,4,1869.2,19.45,56.89,0.01,45.78,70.57,98.98,22.55
03:00:00 25-01-2024,4,1762.39,22.13,52.78,0.0,43.87,72.02,99.11,21.28
04:00:00 25-01-2024,4,1628.88,24.14,48.67,0.0,42.92,70.93,96.23,19.51
05:00:00 25-01-2024,4,1495.36,25.26,44.55,0.0,42.92,67.19,90.74,18.49
06:00:00 25-01-2024,4,1508.71,29.5,41.47,0.0,44.82,67.17,90.28,18.75
07:00:00 25-01-2024,5,2029.42,43.81,40.1,0.19,54.36,84.7,111.64,23.05
08:00:00 25-01-2024,5,3070.83,68.84,43.53,4.6,70.57,114.96,149.11,30.15
09:00:00 25-01-2024,5,4112.24,76.89,70.6,15.02,87.74,146.41,187.74,37.49
10:00:00 25-01-2024,5,4539.49,46.49,124.75,62.23,103.95,190.28,236.7,38.0
11:00:00 25-01-2024,4,1468.66,15.42,63.06,100.14,86.78,70.54,88.89,13.3
12:00:00 25-01-2024,4,1028.06,6.09,40.78,161.65,70.57,68.74,83.09,9.5
13:00:00 25-01-2024,5,881.2,2.91,27.76,211.72,61.04,75.92,88.14,7.6
14:00:00 25-01-2024,5,761.03,2.1,22.62,214.58,51.98,68.75,78.41,6.27
15:00:00 25-01-2024,5,727.65,2.21,25.02,200.27,51.02,60.09,68.33,6.21
16:00:00 25-01-2024,5,741.0,2.24,29.82,181.67,52.93,51.67,59.47,6.59
17:00:00 25-01-2024,4,1054.76,2.82,60.32,140.19,77.25,53.56,63.61,10.64
18:00:00 25-01-2024,4,1522.06,0.73,97.33,82.25,101.09,58.97,73.79,16.47
19:00:00 25-01-2024,3,1535.42,0.0,83.63,45.78,80.11,49.78,68.72,17.99
20:00:00 25-01-2024,3,1321.79,0.0,59.63,36.12,51.02,39.18,60.62,16.47
21:00:00 25-01-2024,3,1214.98,0.01,53.47,31.47,46.73,36.44,58.65,15.96
22:00:00 25-01-2024,3,1201.63,0.05,54.84,25.39,50.54,37.32,59.91,16.47
23:00:00 25-01-2024,3,1241.68,0.26,57.58,17.34,53.41,38.58,61.1,17.23
00:00:00 26-01-2024,3,1268.39,1.19,61.69,8.05,53.88,38.02,59.33,17.23
01:00:00 26-01-2024,3,1335.14,4.97,63.06,1.5,55.31,41.53,64.01,17.73
02:00:00 26-01-2024,4,1535.42,11.96,63.06,0.09,53.41,54.3,80.75,19.51
03:00:00 26-01-2024,4,1682.28,17.88,58.95,0.01,48.16,65.86,94.6,20.01
04:00:00 26-01-2024,4,1655.58,21.23,52.09,0.01,45.3,67.68,95.89,18.75
05:00:00 26-01-2024,4,1495.36,22.35,45.93,0.01,43.87,62.01,87.43,16.97
06:00:00 26-01-2024,4,1468.66,27.05,43.18,0.0,47.68,60.19,83.69,16.72
07:00:00 26-01-2024,5,1895.9,42.92,44.55,0.2,61.99,75.29,100.95,20.27
08:00:00 26-01-2024,5,2510.07,66.16,49.35,4.38,88.69,89.34,117.31,25.08
09:00:00 26-01-2024,5,2883.91,72.42,64.43,13.77,108.72,96.94,127.06,29.13
10:00:00 26-01-2024,5,2857.21,53.64,97.33,40.77,125.89,112.47,144.19,28.88
11:00:00 26-01-2024,4,1348.5,14.75,60.32,104.43,82.02,61.53,78.4,13.3
12:00:00 26-01-2024,4,1001.36,4.97,35.3,174.52,58.65,66.68,79.96,8.99
13:00:00 26-01-2024,5,854.49,2.07,21.42,223.16,43.87,75.7,87.2,6.9
14:00:00 26-01-2024,4,694.27,0.6,19.36,173.09,28.37,52.21,61.06,5.45
15:00:00 26-01-2024,3,647.54,0.95,22.62,125.89,25.99,34.56,41.83,5.51
16:00:00 26-01-2024,3,674.25,1.26,26.39,110.15,28.61,28.48,35.25,6.14
17:00:00 26-01-2024,3,1148.22,2.49,58.95,77.25,54.84,37.08,46.56,11.4
18:00:00 26-01-2024,4,2002.72,1.96,123.38,22.89,102.04,63.36,78.89,20.52
19:00:00 26-01-2024,5,2349.85,2.82,146.69,3.84,114.44,86.59,109.58,25.59
20:00:00 26-01-2024,4,1922.61,1.51,98.71,6.97,75.34,72.77,98.93,23.31
21:00:00 26-01-2024,4,1495.36,0.61,65.8,11.8,50.07,51.09,76.03,19.25
22:00:00 26-01-2024,3,1241.68,0.25,51.41,16.99,43.39,40.1,63.06,16.47
23:00:00 26-01-2024,3,1041.41,0.06,44.55,25.39,39.58,32.03,52.23,13.17
00:00:00 27-01-2024,3,1028.06,0.09,45.24,22.89,38.62,29.41,48.04,11.78
01:00:00 27-01-2024,3,961.3,0.08,43.53,20.92,36.24,27.92,45.12,11.02
02:00:00 27-01-2024,3,961.3,0.21,45.93,15.56,37.19,30.2,46.91,11.78
03:00:00 27-01-2024,3,1054.76,1.36,51.41,5.81,41.01,36.75,54.45,13.17
04:00:00 27-01-2024,3,1121.52,5.98,51.41,0.68,42.44,43.06,62.45,14.06
05:00:00 27-01-2024,3,1161.58,10.62,47.3,0.14,39.58,46.4,67.72,14.44
06:00:00 27-01-2024,4,1281.74,15.42,45.24,0.03,39.58,52.89,76.0,14.95
07:00:00 27-01-2024,4,1628.88,24.14,44.55,0.25,44.35,67.69,93.7,16.72
